weight,firstName,middleName,lastName,currentTeamId,birthDate,height,wyId,foot,shortName,currentNationalTeamId,passportArea.name,passportArea.id,passportArea.alpha3code,passportArea.alpha2code,role.code2,role.code3,role.name,birthArea.name,birthArea.id,birthArea.alpha3code,birthArea.alpha2code
93,Willian José,,da Silva,687,23/11/1991,189,40770,right,Willian José,null,Brazil,76,BRA,BR,FW,FWD,Forward,Brazil,76,BRA,BR
83,Rafael,,Cabral Barbosa,3187,20/5/1990,186,40774,right,Rafael,null,Portugal,620,PRT,PT,GK,GKP,Goalkeeper,Brazil,76,BRA,BR
78,Paulo Henrique,,Chagas de Lima,680,12/10/1989,184,40800,left,Ganso,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
84,Anga Dedryck,,Boyata,8508,28/11/1990,188,8034,right,D. Boyata,5629,Congo DR,180,COD,CD,DF,DEF,Defender,Belgium,56,BEL,BE
69,Felipe ,,Anderson Pereira Gomes,3162,15/4/1993,178,40806,right,Felipe Anderson,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
68,Neymar,,da Silva Santos Junior,3767,5/2/1992,175,40810,right,Neymar,6380,Brazil,76,BRA,BR,FW,FWD,Forward,Brazil,76,BRA,BR
82,Sehrou,,Guirassy,2463,12/3/1996,187,263490,right,S. Guirassy,null,Côte d'Ivoire,384,CIV,CI,FW,FWD,Forward,France,250,FRA,FR
73,Salomon Junior,,Sambia,3787,7/9/1996,185,335763,right,J. Sambia,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
95,Jack,,Butland,1639,10/3/1993,196,8094,right,J. Butland,2413,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
73,Borja,,Valero Iglesias,3161,12/1/1985,175,3543,right,Borja Valero,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
75,José Miguel,,da Rocha Fonte,3776,22/12/1983,191,8126,right,José Fonte,9905,Portugal,620,PRT,PT,DF,DEF,Defender,Portugal,620,PRT,PT
69,Iago,,Falqué Silva,3185,4/1/1990,174,8148,left,Iago Falqué,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
70,Fabrizio,,Caligara,3173,12/4/2000,180,434142,left,F. Caligara,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
81,Martin,,Olsson,10531,17/5/1988,178,8192,left,M. Olsson,7047,Sweden,752,SWE,SE,DF,DEF,Defender,Sweden,752,SWE,SE
67,Giovanni,,Crociata,3197,11/8/1997,174,368642,right,G. Crociata,3764,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
75,Steven N'Kemboanza Mike Christopher,,N'Zonzi,3158,15/12/1988,196,8200,right,S. N'Zonzi,4418,Congo DR,180,COD,CD,MD,MID,Midfielder,France,250,FRA,FR
76,Rubén ,,Rochina Naixes,695,23/3/1991,182,8213,left,Rubén Rochina,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
77,Ragnar,,Sigurðsson,13897,19/6/1986,187,55983,right,R. Sigurðsson,7839,Iceland,352,ISL,IS,DF,DEF,Defender,Iceland,352,ISL,IS
85,Marouane,,Fellaini-Bakkioui,1611,22/11/1987,194,8249,right,M. Fellaini,5629,Morocco,504,MAR,MA,MD,MID,Midfielder,Belgium,56,BEL,BE
75,Rafael,,Tolói,3172,10/10/1990,185,41034,right,Rafael Tolói,null,Italy,380,ITA,IT,DF,DEF,Defender,Brazil,76,BRA,BR
70,Benoît,,Assou-Ekotto,,24/3/1984,178,8268,left,B. Assou-Ekotto,null,Cameroon,120,CMR,CM,DF,DEF,Defender,France,250,FRA,FR
83,Kyle,,Walker,1625,28/5/1990,183,8277,right,K. Walker,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
81,Gareth Frank,,Bale,675,16/7/1989,185,8278,left,G. Bale,10682,Wales,0,XWA,,FW,FWD,Forward,Wales,0,XWA,
66,Luka,,Modrić,675,9/9/1985,172,8287,right,L. Modrić,9598,Croatia,191,HRV,HR,MD,MID,Midfielder,Croatia,191,HRV,HR
78,Thiago Henrique,,Mendes Ribeiro,3776,15/3/1992,176,41056,right,Thiago Mendes,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
75,Sandro ,,Ranieri Guimarães Cordeiro,3219,15/3/1989,187,8291,right,Sandro,null,Portugal,620,PRT,PT,MD,MID,Midfielder,Brazil,76,BRA,BR
76,Danny,,Rose,1624,2/7/1990,174,8292,left,D. Rose,2413,Jamaica,388,JAM,JM,DF,DEF,Defender,England,0,XEN,
74,Giovani,,dos Santos Ramírez,7847,11/5/1989,175,8297,left,G. dos Santos,15473,Spain,724,ESP,ES,FW,FWD,Forward,Mexico,484,MEX,MX
83,Aleksandar,,Kolarov,3158,10/11/1985,187,8306,left,A. Kolarov,17322,Serbia,688,SRB,RS,DF,DEF,Defender,Serbia,688,SRB,RS
85,Vincent,,Kompany,1625,10/4/1986,193,8307,right,V. Kompany,5629,Congo DR,180,COD,CD,DF,DEF,Defender,Belgium,56,BEL,BE
79,Karim,,Rekik,2457,2/12/1994,186,8309,left,K. Rekik,664,Tunisia,788,TUN,TN,DF,DEF,Defender,Netherlands,528,NLD,NL
80,Stefan,,Savić,679,8/1/1991,187,8311,right,S. Savić,17371,Montenegro,499,MNE,ME,DF,DEF,Defender,Montenegro,499,MNE,ME
72,Nigel,,de Jong,2460,30/11/1984,174,8315,right,N. de Jong,null,Suriname,740,SUR,SR,MD,MID,Midfielder,Netherlands,528,NLD,NL
67,David Josué,,Jiménez Silva,1625,8/1/1986,173,8317,left,David Silva,1598,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
69,Denis,,Suárez Fernández,676,6/1/1994,176,8323,right,Denis Suárez,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
70,Sergio Leonel,,Agüero del Castillo,1625,2/6/1988,173,8325,right,S. Agüero,12274,Spain,724,ESP,ES,FW,FWD,Forward,Argentina,32,ARG,AR
88,Mario ,,Barwuah Balotelli,3775,12/8/1990,189,8326,right,M. Balotelli,3757,Ghana,288,GHA,GH,FW,FWD,Forward,Italy,380,ITA,IT
84,Edin,,Džeko,3158,17/3/1986,193,8327,right,E. Džeko,10001,Bosnia-Herzegovina,70,BIH,BA,FW,FWD,Forward,Bosnia-Herzegovina,70,BIH,BA
86,Pablo,,Nascimento Castro,3772,21/6/1991,188,41127,right,Pablo,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
78,Mile,,Jedinak,1614,3/8/1984,188,8410,right,M. Jedinak,8493,Croatia,191,HRV,HR,MD,MID,Midfielder,Australia,36,AUS,AU
65,Cristian David,,Pavón,12057,21/1/1996,167,285396,right,C. Pavón,12274,Argentina,32,ARG,AR,FW,FWD,Forward,Argentina,32,ARG,AR
60,Fabian,,Delph,1625,21/11/1989,174,8464,left,F. Delph,2413,Guyana,328,GUY,GY,MD,MID,Midfielder,England,0,XEN,
73,Ogenyi Eddy,,Onazi,4488,25/12/1992,173,139548,right,O. Onazi,16823,Nigeria,566,NGA,NG,MD,MID,Midfielder,Nigeria,566,NGA,NG
76,Kasper,,Schmeichel,1631,5/11/1986,185,8480,right,K. Schmeichel,7712,Denmark,208,DNK,DK,GK,GKP,Goalkeeper,Denmark,208,DNK,DK
87,Simon,,Mignolet,1612,6/3/1988,193,8514,right,S. Mignolet,5629,Belgium,56,BEL,BE,GK,GKP,Goalkeeper,Belgium,56,BEL,BE
78,Ahmed Eissa ,,El Mohamady Abdel Fattah,1614,9/9/1987,183,8525,right,Ahmed El Mohamady,16129,Egypt,818,EGY,EG,MD,MID,Midfielder,Egypt,818,EGY,EG
70,Sebastian,,Larsson,6716,6/6/1985,178,8529,right,S. Larsson,7047,Sweden,752,SWE,SE,MD,MID,Midfielder,Sweden,752,SWE,SE
72,Stéphane,,Sessègnon,4494,1/6/1984,172,8533,right,S. Sessègnon,18884,Benin,204,BEN,BJ,MD,MID,Midfielder,Benin,204,BEN,BJ
79,Gabriel Armando,,de Abreu,674,26/11/1990,187,41363,right,Gabriel,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
75,Victor,,Moses,1610,12/12/1990,177,8625,right,V. Moses,16823,England,0,XEN,,MD,MID,Midfielder,Nigeria,566,NGA,NG
88,Franco Matías,,Di Santo,2449,7/4/1989,193,8628,right,F. Di Santo,null,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
79,Harry ,,Maguire,1631,5/3/1993,188,8653,right,H. Maguire,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
74,Guilherme Antonio,,Arana Lopes,680,14/4/1997,176,336371,left,Guilherme Arana,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
86,Harry,,Kane,1624,28/7/1993,188,8717,right,H. Kane,2413,Ireland Republic,372,IRL,IE,FW,FWD,Forward,England,0,XEN,
79,Diego Carlos,,Santos Silva,3770,15/3/1993,185,270866,right,Diego Carlos,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
80,Niccolò,,Zanellato,3197,24/6/1998,187,402014,right,N. Zanellato,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
73,Bright,,Gyamfi,3219,20/1/1996,180,402017,right,B. Gyamfi,null,Ghana,288,GHA,GH,DF,DEF,Defender,Ghana,288,GHA,GH
72,Alexander,,Kačaniklić,3770,13/8/1991,181,8899,left,A. Kačaniklić,null,Macedonia FYR,807,MKD,MK,MD,MID,Midfielder,Sweden,752,SWE,SE
72,Kieran,,Trippier,1624,19/9/1990,178,8945,right,K. Trippier,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
78,Kamil,,Grosicki,1672,8/6/1988,180,33032,right,K. Grosicki,13869,Poland,616,POL,PL,MD,MID,Midfielder,Poland,616,POL,PL
94,Marko,,Dmitrović,701,24/1/1992,194,140046,left,M. Dmitrović,17322,Serbia,688,SRB,RS,GK,GKP,Goalkeeper,Serbia,688,SRB,RS
70,Andrija,,Živković,9607,11/7/1996,169,140085,left,A. Živković,17322,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
77,Nemanja,,Radoja,692,6/2/1993,186,140125,right,N. Radoja,null,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
77,Adel,,Taarabt,3193,24/5/1989,182,9080,right,A. Taarabt,null,France,250,FRA,FR,MD,MID,Midfielder,Morocco,504,MAR,MA
65,Corentin,,Jean,3780,15/7/1995,170,134512,right,C. Jean,null,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
77,Kelechi Promise,,Iheanacho,1631,10/3/1996,187,285508,left,K. Iheanacho,16823,Nigeria,566,NGA,NG,FW,FWD,Forward,Nigeria,566,NGA,NG
69,José Rodolfo,,Pires Ribeiro,5655,6/2/1992,177,41904,left,Dodô,null,Portugal,620,PRT,PT,DF,DEF,Defender,Brazil,76,BRA,BR
82,Robin,,Koch,2453,17/7/1996,190,336829,right,R. Koch,null,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
74,Kenneth Josiah,,Omeruo,712,17/10/1993,185,12,right,K. Omeruo,16823,Nigeria,566,NGA,NG,DF,DEF,Defender,Nigeria,566,NGA,NG
81,Niklas,,Stark,2457,14/4/1995,190,173212,right,N. Stark,null,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
73,Marc,,Stendera,2462,10/12/1995,173,173213,right,M. Stendera,null,Germany,276,DEU,DE,MD,MID,Midfielder,Germany,276,DEU,DE
75,Timo,,Werner,2975,6/3/1996,180,173214,right,T. Werner,3148,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
75,John,,Stones,1625,28/5/1994,188,9380,right,J. Stones,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
70,Douglas,,dos Santos Justino de Melo,2450,22/3/1994,175,143566,left,Douglas Santos,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
88,Yevhen,,Seleznyov,4615,20/7/1985,187,105344,right,Y. Seleznyov,null,Ukraine,804,UKR,UA,FW,FWD,Forward,Ukraine,804,UKR,UA
66,Diego Sebastián,,Laxalt Suárez,3157,7/2/1993,178,116269,left,D. Laxalt,15670,Italy,380,ITA,IT,MD,MID,Midfielder,Uruguay,858,URY,UY
71,Romain,,Caumet,3787,13/4/1999,174,501018,,R. Caumet,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
67,Rolando,,Aarons,3194,16/11/1995,175,337225,left,R. Aarons,null,England,0,XEN,,MD,MID,Midfielder,Jamaica,388,JAM,JM
83,Kenan,,Karaman,2455,5/3/1994,189,165431,left,K. Karaman,4687,Turkey,792,TUR,TR,FW,FWD,Forward,Germany,276,DEU,DE
70,Frédéric,,Guilbert,3783,24/12/1994,178,28908,right,F. Guilbert,null,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
83,Péter,,Gulácsi,2975,6/5/1990,190,9611,right,P. Gulácsi,10451,Hungary,348,HUN,HU,GK,GKP,Goalkeeper,Hungary,348,HUN,HU
81,Nikola,,Kalinić,3157,5/1/1988,187,105376,right,N. Kalinić,null,Croatia,191,HRV,HR,FW,FWD,Forward,Croatia,191,HRV,HR
83,Senna,,Miangue,3173,5/2/1997,192,402898,left,S. Miangue,5635,Congo DR,180,COD,CD,DF,DEF,Defender,Belgium,56,BEL,BE
68,Mattéo,,Ahlinvi,3785,2/7/1999,183,501205,left,M. Ahlinvi,null,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
75,Mauro Emanuel,,Icardi Rivero ,3161,19/2/1993,181,206314,right,M. Icardi,null,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
73,Davide,,Biraschi,3193,2/7/1994,182,206318,right,D. Biraschi,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
67,Sébastien,,Salles Lamonge,3774,28/1/1996,170,271888,right,S. Salles Lamonge,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
80,Marcel,,Tisserand,2451,10/1/1993,190,149091,right,M. Tisserand,18538,Congo DR,180,COD,CD,DF,DEF,Defender,France,250,FRA,FR
73,Milot,,Rashica,2443,28/6/1996,177,239191,right,M. Rashica,22124,Albania,8,ALB,AL,FW,FWD,Forward,Kosovo,0,XKS,
80,Lucas,,Höler,2453,10/7/1994,184,271990,right,L. Höler,null,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
79,Berkay,,Özcan,2445,15/2/1998,180,345707,right,B. Özcan,null,Turkey,792,TUR,TR,MD,MID,Midfielder,Germany,276,DEU,DE
60,Enzo,,Loiodice,3804,27/11/2000,176,566942,left,E. Loiodice,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
75,Simone,,Scuffet,3163,31/5/1996,187,239288,right,S. Scuffet,3763,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
78,Elio,,Capradossi,3158,11/3/1996,185,239290,right,E. Capradossi,3763,Italy,380,ITA,IT,DF,DEF,Defender,Uganda,800,UGA,UG
63,José,,Mauri,3157,16/5/1996,169,239294,right,J. Mauri,null,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
70,Vittorio,,Parigini,3219,25/3/1996,180,239295,right,V. Parigini,3763,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
77,Federico,,Bonazzoli,3204,21/5/1997,182,239298,left,F. Bonazzoli,3764,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
89,Pontus,,Jansson,1630,13/2/1991,196,50806,right,P. Jansson,7047,Sweden,752,SWE,SE,DF,DEF,Defender,Sweden,752,SWE,SE
72,Pa Momodou,,Konate,3204,25/4/1994,178,50807,left,P. Konate,null,Guinea,324,GIN,GN,DF,DEF,Defender,Sweden,752,SWE,SE
81,Facundo Julián,,Píriz González,3787,27/3/1990,187,116345,right,F. Píriz,null,Italy,380,ITA,IT,MD,MID,Midfielder,Uruguay,858,URY,UY
85,Florian,,Müller,2460,13/11/1997,192,337647,left,F. Müller,null,Germany,276,DEU,DE,GK,GKP,Goalkeeper,Germany,276,DEU,DE
78,Ohis Felix,,Uduokhai,2451,9/9/1997,192,337682,right,F. Uduokhai,null,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
82,Syam,,Ben Youssef,4551,31/3/1989,186,10014,right,S. Ben Youssef,16276,Tunisia,788,TUN,TN,DF,DEF,Defender,France,250,FRA,FR
83,Cedric,,Teuchert,2449,14/1/1997,183,337732,right,C. Teuchert,3155,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
76,Victor James,,Osimhen,2451,29/12/1998,185,403273,right,V. Osimhen,null,Nigeria,566,NGA,NG,FW,FWD,Forward,Nigeria,566,NGA,NG
70,Mohamed,,Dräger,2453,25/6/1996,178,272234,right,M. Dräger,16279,Tunisia,788,TUN,TN,MD,MID,Midfielder,Germany,276,DEU,DE
71,Jean Eudès,,Aholou,3779,20/3/1994,186,141172,left,J. Aholou,null,Côte d'Ivoire,384,CIV,CI,MD,MID,Midfielder,Côte d'Ivoire,384,CIV,CI
0,Justin,,Hoffmanns,2454,26/2/1997,176,337781,right,J. Hoffmanns,null,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
73,Ahmed,,Benali,3197,7/2/1992,173,10113,right,A. Benali,null,Libya,434,LBY,LY,MD,MID,Midfielder,England,0,XEN,
77,Jordan,,Pickford,1623,7/3/1994,185,10131,left,J. Pickford,2413,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
65,Gianluca,,Gaudino,3165,11/11/1996,175,272280,right,G. Gaudino,null,Italy,380,ITA,IT,MD,MID,Midfielder,Germany,276,DEU,DE
73,Lukas,,Klünter,2463,26/5/1996,184,272338,right,L. Klünter,null,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
69,Maximilian,,Mittelstädt,2457,18/3/1997,178,337890,left,M. Mittelstädt,null,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
69,Mahmoud,,Dahoud,2447,1/1/1996,177,272363,right,M. Dahoud,3155,Germany,276,DEU,DE,MD,MID,Midfielder,Syria,760,SYR,SY
75,Elvis,,Rexhbecaj,2451,1/11/1997,182,337903,left,E. Rexhbecaj,null,Germany,276,DEU,DE,MD,MID,Midfielder,Albania,8,ALB,AL
84,Dominik,,Reimann,2447,18/6/1997,186,272373,right,D. Reimann,null,Germany,276,DEU,DE,GK,GKP,Goalkeeper,Germany,276,DEU,DE
82,Mauro Daniel,,Goicoechea Furia,3780,27/3/1988,186,116393,right,M. Goicoechea,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Uruguay,858,URY,UY
71,Rogério,,Oliveira da Silva,3315,13/1/1998,178,403449,left,Rogério,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
71,Valère,,Pollet,3776,27/6/1997,177,436250,,V. Pollet,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
74,Marco,,Richter,2481,24/11/1997,176,337960,right,M. Richter,3156,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
82,Gabriel,,Appelt Pires,712,18/9/1993,187,43051,left,Gabriel,null,Portugal,620,PRT,PT,MD,MID,Midfielder,Brazil,76,BRA,BR
75,Waldemar,,Anton,2455,20/7/1996,189,272434,right,W. Anton,3155,Germany,276,DEU,DE,DF,DEF,Defender,Uzbekistan,860,UZB,UZ
82,Timo,,Hübers,2455,20/7/1996,190,272435,right,T. Hübers,null,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
70,Noah-Joel,,Sarenren-Bazee,2455,21/8/1996,182,272436,right,N. Sarenren-Bazee,null,Nigeria,566,NGA,NG,MD,MID,Midfielder,Germany,276,DEU,DE
75,Maximilian,,Eggestein,2443,8/12/1996,181,272440,right,M. Eggestein,3155,Germany,276,DEU,DE,MD,MID,Midfielder,Germany,276,DEU,DE
63,Seung-Woo,,Lee,3194,6/1/1998,173,403546,right,Lee Seung-Woo,14855,Korea Republic,410,KOR,KR,FW,FWD,Forward,Korea Republic,410,KOR,KR
88,Ögmundur,,Kristinsson,26,19/6/1989,191,206994,right,Ö. Kristinsson,null,Iceland,352,ISL,IS,GK,GKP,Goalkeeper,Iceland,352,ISL,IS
77,Carlos Joaquín,,Correa,680,13/8/1994,188,207001,right,J. Correa,null,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
73,Wergiton,,do Rosário Calmon,3780,28/9/1988,180,43196,right,Somália,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
71,Zakaria,,Bakkali,677,26/1/1996,168,239843,right,Z. Bakkali,null,Morocco,504,MAR,MA,FW,FWD,Forward,Belgium,56,BEL,BE
67,Emmanuel Okyere,,Boateng,695,23/5/1996,175,338201,right,E. Boateng,null,Ghana,288,GHA,GH,FW,FWD,Forward,Ghana,288,GHA,GH
78,Fábio Henrique,,Tavares,19830,23/10/1993,188,207143,right,Fabinho,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
76,Papa Alioune,,N'Diaye,1639,27/10/1990,180,207164,right,B. N'Diaye,19314,Senegal,686,SEN,SN,MD,MID,Midfielder,Senegal,686,SEN,SN
78,Gil,,Bastião Dias,3176,28/9/1996,183,338249,left,Gil Dias,9910,Portugal,620,PRT,PT,FW,FWD,Forward,Portugal,620,PRT,PT
74,Allan,,Marques Loureiro,3187,8/1/1991,175,40726,right,Allan,null,Portugal,620,PRT,PT,MD,MID,Midfielder,Brazil,76,BRA,BR
77,Jan,,Bednarek,1619,12/4/1996,189,240032,right,J. Bednarek,13869,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
75,Dawid,,Kownacki,3164,14/3/1997,187,240042,right,D. Kownacki,13869,Poland,616,POL,PL,FW,FWD,Forward,Poland,616,POL,PL
72,Wilder José,,Cartagena Mendoza,15416,23/9/1994,179,139080,right,W. Cartagena,15594,Peru,604,PER,PE,MD,MID,Midfielder,Peru,604,PER,PE
72,Andrea,,Nalini,3197,20/6/1990,180,272878,right,A. Nalini,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
77,Andrei,,Girotto,3770,17/2/1992,186,43515,right,Andrei Girotto,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
70,Kwang-Song,,Han,3173,11/9/1998,178,404209,right,Han Kwang-Song,19571,Korea DPR,408,PRK,KP,FW,FWD,Forward,Korea DPR,408,PRK,KP
82,Alban,,Lafont,3780,23/1/1999,193,404213,right,A. Lafont,4423,France,250,FRA,FR,GK,GKP,Goalkeeper,Burkina Faso,854,BFA,BF
82,Gaëtan,,Poussin,3772,13/1/1999,184,404214,right,G. Poussin,null,France,250,FRA,FR,GK,GKP,Goalkeeper,France,250,FRA,FR
77,Boubacar,,Kamara,3771,23/11/1999,184,404216,right,B. Kamara,4423,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
73,Mickaël,,Cuisance,2454,16/8/1999,181,404219,left,M. Cuisance,4423,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
70,Myziane,,Maolida,3766,14/2/1999,180,404226,right,M. Maolida,4423,Comoros,174,COM,KM,FW,FWD,Forward,France,250,FRA,FR
0,Ervin,,Taha,3772,14/3/1999,180,404227,right,E. Taha,null,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
77,Hicham,,Mahou,3775,2/7/1999,180,437011,right,H. Mahou,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
70,Jesús Joaquín,,Fernández Sáez de la Torre,3157,19/11/1993,176,11063,left,Suso,null,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
69,Raheem Shaquille,,Sterling,1625,8/12/1994,170,11066,right,R. Sterling,2413,England,0,XEN,,FW,FWD,Forward,Jamaica,388,JAM,JM
72,Andreas,,Hoelgebaum Pereira,674,1/1/1996,178,240445,right,Andreas Pereira,null,Brazil,76,BRA,BR,MD,MID,Midfielder,Belgium,56,BEL,BE
82,William,,Troost-Ekong,3163,1/9/1993,191,11093,right,W. Troost-Ekong,16823,Nigeria,566,NGA,NG,DF,DEF,Defender,Netherlands,528,NLD,NL
77,Milos,,Veljkovic,2443,26/9/1995,184,11095,right,M. Veljkovic,17322,Serbia,688,SRB,RS,DF,DEF,Defender,Switzerland,756,CHE,CH
71,Pape Sane,,Mbodji,698,20/9/1997,183,404333,,P. Mbodji,null,Senegal,686,SEN,SN,MD,MID,Midfielder,Senegal,686,SEN,SN
88,Moussa Sidi Yaya,,Dembélé,1624,16/7/1987,185,11152,left,M. Dembélé,5629,Mali,466,MLI,ML,MD,MID,Midfielder,Belgium,56,BEL,BE
82,Bryan,,Ruiz González,5655,18/8/1985,188,11155,left,B. Ruiz,16871,Costa Rica,188,CRI,CR,MD,MID,Midfielder,Costa Rica,188,CRI,CR
85,Marcello,,Trotta,3197,29/9/1992,188,11156,left,M. Trotta,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
74,Víctor,,Moya Martínez,682,10/6/1997,182,400558,right,Chuca,null,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
75,Yuri,,Zhirkov,13885,20/8/1983,180,101857,left,Y. Zhirkov,14358,Russia,643,RUS,RU,MD,MID,Midfielder,Russia,643,RUS,RU
73,Iver,,Fossum,2455,15/7/1996,180,208089,right,I. Fossum,7342,Norway,578,NOR,NO,MD,MID,Midfielder,Norway,578,NOR,NO
72,Bruno,,da Silva Peres,5638,1/3/1990,178,44251,right,Bruno Peres,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
74,Salih,,Özcan,2463,11/1/1998,180,356903,right,S. Özcan,null,Germany,276,DEU,DE,MD,MID,Midfielder,Turkey,792,TUR,TR
70,Mattia,,Vitale,3204,1/10/1997,177,339192,left,M. Vitale,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
85,Duško,,Tošić,9126,19/1/1985,185,127530,left,D. Tošić,17322,Serbia,688,SRB,RS,DF,DEF,Defender,Serbia,688,SRB,RS
70,Dzenis,,Burnic,2445,22/5/1998,181,356908,left,D. Burnic,3156,Bosnia-Herzegovina,70,BIH,BA,MD,MID,Midfielder,Germany,276,DEU,DE
74,Pylyp,,Budkivskyi,13910,10/3/1992,194,138457,right,P. Budkivskyi,null,Ukraine,804,UKR,UA,FW,FWD,Forward,Ukraine,804,UKR,UA
80,Luka,,Milivojević,1628,7/4/1991,186,127537,right,L. Milivojević,17322,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
74,Jessy,,Deminguet,3783,7/1/1998,178,437636,left,J. Deminguet,4426,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
79,Miguel Ângelo,,da Silva Rocha,3804,10/11/1994,186,273819,right,Xeka,null,Portugal,620,PRT,PT,MD,MID,Midfielder,Portugal,620,PRT,PT
73,Bertrand Isidore,,Traoré,3766,6/9/1995,181,142755,left,B. Traoré,null,Burkina Faso,854,BFA,BF,FW,FWD,Forward,Burkina Faso,854,BFA,BF
83,Vitor Hugo,,Franchescoli de Souza,3176,20/5/1991,187,44510,right,Vitor Hugo,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
